ID,Age,Gender,Tenure,Plan,Months To Contract End,ARPU,Churned
5941532,48.0,MALE,2.580645161,2000Mbps Fibre Broadband,21.387096774,63.4205,0.0
20530635,64.0,MALE,31.548387096,1000Mbps Fibre Broadband,-7.580645162,37.2905,0.0
15767282,58.0,MALE,11.870967741,2000Mbps Fibre Broadband,12.096774193,48.99,0.0
21988897,29.0,FEMALE,13.322580645,1000Mbps Fibre Broadband,,34.92,0.0
14153498,48.0,MALE,49.419354838,1000Mbps Fibre Broadband,-0.193548388,22.886,0.0
21672812,35.0,FEMALE,17.677419354,1000Mbps Fibre Broadband,6.29032258,40.094,0.0
14276139,50.0,MALE,51.451612903,1000Mbps Fibre Broadband,16.516129032,31.81,0.0
20086388,38.0,MALE,37.93548387,1000Mbps Fibre Broadband,17.225806451,37.2905,0.0
18249400,40.0,FEMALE,3.516129032,2000Mbps Fibre Broadband,20.451612903,47.02,0.0
15716161,51.0,MALE,55.967741935,MaxInfinity 1000Mbps Speedboost,-57.193548388,27.8965,0.0
15716161,51.0,MALE,55.967741935,MaxInfinity 1000Mbps Speedboost,-57.193548388,27.8965,0.0
22907631,45.0,MALE,0.774193548,MaxInfinity 500Mbps,23.193548387,39.9766,0.0
15548639,46.0,MALE,82.838709677,1000Mbps Fibre Broadband,-8.032258065,37.2905,0.0
16172888,60.0,FEMALE,5.774193548,2000Mbps Fibre Broadband,18.193548387,47.02,0.0
13467327,43.0,MALE,56.741935483,MaxInfinity 500Mbps,15.709677419,27.9439,0.0
6385779,65.0,MALE,11.0,2000Mbps Fibre Broadband,12.93548387,48.99,0.0
15603120,45.0,FEMALE,9.612903225,1000Mbps Fibre Broadband R1,14.354838709,42.8972,0.0
19759263,61.0,MALE,42.612903225,1000Mbps Fibre Broadband,6.129032258,37.2905,0.0
14873028,48.0,MALE,61.967741935,MaxInfinity 500Mbps Speedboost,-65.096774194,37.8,0.0
16915940,52.0,MALE,65.709677419,1000Mbps Fibre Broadband,8.193548387,31.32,0.0
16742897,39.0,FEMALE,68.29032258,1000Mbps Fibre Broadband,-44.322580646,46.6364,0.0
14107657,65.0,MALE,83.967741935,1000Mbps Fibre Broadband,-20.774193549,34.92,0.0
5906012,53.0,MALE,74.774193548,1000Mbps Fibre Broadband,2.709677419,36.08,0.0
20988322,48.0,FEMALE,25.967741935,1000Mbps Fibre Broadband,-2.0,37.2905,0.0
20451194,25.0,MALE,32.258064516,2000Mbps Fibre Broadband,3.838709677,48.99,1.0
6255217,48.0,MALE,59.516129032,1000Mbps Fibre Broadband,-0.35483871,31.32,0.0
5835211,57.0,FEMALE,45.29032258,1000Mbps Fibre Broadband,2.93548387,37.2905,0.0
5835211,57.0,FEMALE,45.29032258,1000Mbps Fibre Broadband,2.93548387,37.2905,0.0
5835211,57.0,FEMALE,45.29032258,1000Mbps Fibre Broadband,2.93548387,37.2905,0.0
15582239,44.0,MALE,82.548387096,1000Mbps Fibre Broadband,-0.870967742,31.32,0.0
22006657,38.0,UNKNOWN,12.967741935,MaxInfinity 500Mbps,11.0,27.9439,0.0
19813264,47.0,FEMALE,41.93548387,1000Mbps Fibre Broadband,10.225806451,36.08,0.0
11606339,43.0,MALE,49.258064516,1000Mbps Fibre Broadband,-25.290322581,37.38,0.0
6019255,47.0,MALE,84.677419354,1000Mbps Fibre Broadband,-5.322580646,31.32,0.0
6823508,63.0,MALE,95.516129032,1000Mbps Fibre Broadband,-0.935483871,42.4126,0.0
14363703,59.0,MALE,76.064516129,1000Mbps Fibre Broadband,-17.225806452,34.92,0.0
13982097,51.0,MALE,74.548387096,1000Mbps Fibre Broadband,22.677419354,61.34116,0.0
5728851,78.0,MALE,80.129032258,1000Mbps Fibre Broadband,-23.935483871,37.38,0.0
5728851,78.0,MALE,80.129032258,1000Mbps Fibre Broadband,-23.935483871,37.38,0.0
6197578,53.0,MALE,10.064516129,2000Mbps Fibre Broadband,13.903225806,48.99,0.0
19224737,38.0,MALE,46.870967741,1000Mbps Fibre Broadband,0.322580645,21.2857,0.0
6609424,59.0,MALE,75.064516129,1000Mbps Fibre Broadband,18.322580645,46.08,0.0
18979453,55.0,MALE,48.64516129,1000Mbps Fibre Broadband,4.967741935,21.2857,0.0
16455575,47.0,FEMALE,72.677419354,1000Mbps Fibre Broadband,16.322580645,36.81,0.0
16468055,60.0,UNKNOWN,72.483870967,1000Mbps Fibre Broadband,-33.096774194,37.2905,0.0
19990829,56.0,MALE,39.451612903,1000Mbps Fibre Broadband,18.548387096,37.2905,0.0
5789092,47.0,MALE,86.387096774,1000Mbps Fibre Broadband,-24.06451613,37.38,0.0
15521720,52.0,FEMALE,83.161290322,1000Mbps Fibre Broadband,8.354838709,37.2905,0.0
6923109,42.0,FEMALE,67.225806451,1000Mbps Fibre Broadband,4.129032258,40.094,0.0
15641722,70.0,MALE,54.741935483,MaxInfinity 1000Mbps Speedboost,-57.935483871,27.8965,0.0
14539865,48.0,MALE,91.129032258,1000Mbps Fibre Broadband,16.387096774,31.81,0.0
21388370,37.0,MALE,21.612903225,1000Mbps Fibre Broadband,2.354838709,31.32,0.0
16696778,48.0,MALE,69.064516129,1000Mbps Fibre Broadband,-16.096774194,34.92,1.0
18010558,43.0,MALE,57.967741935,1000Mbps Fibre Broadband,16.161290322,31.81,0.0
19615463,68.0,FEMALE,43.93548387,1000Mbps Fibre Broadband,23.516129032,0.0,0.0
20153071,29.0,MALE,36.774193548,1000Mbps Fibre Broadband,-12.806451613,37.2905,0.0
18410884,45.0,MALE,53.806451612,1000Mbps Fibre Broadband,6.903225806,31.32,0.0
21898618,37.0,MALE,14.709677419,1000Mbps Fibre Broadband R1,9.258064516,53.9898,1.0
19146736,48.0,MALE,47.419354838,1000Mbps Fibre Broadband,-27.612903226,37.2905,0.0
16784140,52.0,MALE,22.967741935,MaxInfinity 500Mbps,21.064516129,27.9439,0.0
20577638,57.0,MALE,8.354838709,1000Mbps Fibre Broadband R1,15.612903225,45.8972,0.0
6141177,51.0,MALE,65.29032258,1000Mbps Fibre Broadband,1.0,36.08,0.0
17875196,41.0,MALE,13.838709677,MaxInfinity 500Mbps,10.129032258,27.9439,0.0
20440115,34.0,MALE,32.419354838,1000Mbps Fibre Broadband,-8.451612904,37.2905,0.0
21754136,41.0,FEMALE,16.580645161,2000Mbps Fibre Broadband,18.967741935,47.02,0.0
17585272,56.0,MALE,63.387096774,1000Mbps Fibre Broadband,-8.935483871,36.08,0.0
19941148,35.0,MALE,40.161290322,2000Mbps Fibre Broadband,11.677419354,58.785,0.0
18535218,37.0,FEMALE,52.387096774,1000Mbps Fibre Broadband,18.387096774,31.81,0.0
18411376,72.0,FEMALE,53.806451612,1000Mbps Fibre Broadband,-29.838709678,37.2905,0.0
11549672,53.0,MALE,9.387096774,2000Mbps Fibre Broadband,14.580645161,48.99,0.0
14505317,38.0,MALE,45.322580645,1000Mbps Fibre Broadband,3.29032258,42.8978,0.0
11442150,47.0,FEMALE,66.612903225,1000Mbps Fibre Broadband,21.225806451,36.8567,0.0
21939430,52.0,FEMALE,14.096774193,1000Mbps Fibre Broadband,16.709677419,37.2905,0.0
21939430,52.0,FEMALE,14.096774193,1000Mbps Fibre Broadband,16.709677419,37.2905,0.0
6461594,38.0,MALE,15.096774193,2000Mbps Fibre Broadband,8.870967741,53.1775,0.0
22119193,44.0,MALE,11.387096774,1000Mbps Fibre Broadband R1,12.580645161,45.8872,0.0
16639429,53.0,FEMALE,47.225806451,1000Mbps Fibre Broadband,12.354838709,31.32,0.0
6390313,75.0,FEMALE,65.580645161,1000Mbps Fibre Broadband,-19.06451613,34.92,0.0
12564167,46.0,MALE,86.709677419,1000Mbps Fibre Broadband,-16.161290323,37.2905,0.0
14584758,46.0,FEMALE,75.354838709,1000Mbps Fibre Broadband,3.516129032,31.32,0.0
15681335,53.0,MALE,82.096774193,1000Mbps Fibre Broadband,-0.451612904,31.32,0.0
22810644,40.0,MALE,2.419354838,1000Mbps Fibre Broadband,21.548387096,0.0,0.0
18464417,37.0,FEMALE,53.161290322,1000Mbps Fibre Broadband,-29.193548388,37.2905,0.0
15520292,62.0,FEMALE,52.612903225,1000Mbps Fibre Broadband,20.64516129,31.81,0.0
20608850,54.0,FEMALE,30.64516129,1000Mbps Fibre Broadband,,21.0003,0.0
14052430,54.0,FEMALE,45.870967741,1000Mbps Fibre Broadband,7.516129032,36.08,0.0
6265511,66.0,FEMALE,12.225806451,1000Mbps Fibre Broadband,11.741935483,31.32,0.0
14526917,59.0,MALE,57.612903225,1000Mbps Fibre Broadband,-33.645161291,37.2905,0.0
15252448,41.0,MALE,40.516129032,2000Mbps Fibre Broadband,4.161290322,62.401,0.0
19126347,63.0,UNKNOWN,47.580645161,1000Mbps Fibre Broadband,-1.935483871,36.08,0.0
6562396,59.0,FEMALE,59.967741935,1000Mbps Fibre Broadband,19.322580645,31.81,0.0
12925613,36.0,FEMALE,43.322580645,MaxInfinity 500Mbps,-19.35483871,27.9439,0.0
20728372,42.0,MALE,29.032258064,MaxInfinity 500Mbps,-5.06451613,27.9439,0.0
19204589,33.0,FEMALE,47.0,MaxInfinity 500Mbps,-23.06451613,27.9439,0.0
16405906,59.0,FEMALE,50.838709677,1000Mbps Fibre Broadband,-26.870967742,37.2897,0.0
6754159,40.0,MALE,76.193548387,1000Mbps Fibre Broadband,12.870967741,37.2905,0.0
16870313,39.0,MALE,66.29032258,1000Mbps Fibre Broadband,8.677419354,31.32,0.0
20133403,36.0,FEMALE,37.161290322,1000Mbps Fibre Broadband,-13.193548388,40.094,0.0
14804841,72.0,FEMALE,42.225806451,1000Mbps Fibre Broadband,-18.258064517,37.2905,0.0
19709316,83.0,MALE,13.193548387,MaxInfinity 500Mbps,10.774193548,27.9439,0.0
21140218,36.0,MALE,24.354838709,1000Mbps Fibre Broadband,-0.387096775,45.8978,0.0
21140218,36.0,MALE,24.354838709,1000Mbps Fibre Broadband,-0.387096775,45.8978,0.0
19061306,66.0,MALE,48.032258064,1000Mbps Fibre Broadband,-23.322580646,37.38,0.0
18805703,45.0,FEMALE,50.258064516,1000Mbps Fibre Broadband,1.225806451,36.08,0.0
14445556,50.0,MALE,62.451612903,1000Mbps Fibre Broadband,11.032258064,31.32,0.0
16409746,50.0,MALE,56.741935483,1000Mbps Fibre Broadband,-32.774193549,37.2905,0.0
20625170,34.0,MALE,30.451612903,1000Mbps Fibre Broadband,-6.483870968,32.6168,0.0
20760532,44.0,UNKNOWN,28.612903225,1000Mbps Fibre Broadband,-4.645161291,37.2905,0.0
13777866,35.0,MALE,81.870967741,1000Mbps Fibre Broadband,17.806451612,31.81,0.0
6645677,53.0,MALE,80.709677419,1000Mbps Fibre Broadband,17.387096774,37.2905,0.0
13772586,71.0,MALE,48.548387096,1000Mbps Fibre Broadband,10.258064516,31.32,0.0
13151936,47.0,MALE,6.064516129,2000Mbps Fibre Broadband,17.903225806,58.785,0.0
16729671,40.0,MALE,12.258064516,2000Mbps Fibre Broadband,11.709677419,58.785,0.0
19087467,38.0,MALE,47.870967741,1000Mbps Fibre Broadband,0.838709677,36.08,0.0
5790544,58.0,MALE,81.741935483,1000Mbps Fibre Broadband,18.806451612,31.81,0.0
19643315,38.0,FEMALE,43.709677419,1000Mbps Fibre Broadband,-31.741935484,44.3046,0.0
14774601,40.0,MALE,72.096774193,1000Mbps Fibre Broadband,17.032258064,40.2805,0.0
13499942,56.0,FEMALE,80.258064516,1000Mbps Fibre Broadband,12.225806451,37.2905,0.0
6523755,66.0,MALE,79.161290322,1000Mbps Fibre Broadband,2.064516129,36.08,0.0
16847753,31.0,MALE,66.612903225,1000Mbps Fibre Broadband,-42.612903226,55.99,1.0
20309593,48.0,FEMALE,34.129032258,1000Mbps Fibre Broadband,8.161290322,31.32,0.0
5864733,74.0,FEMALE,49.741935483,1000Mbps Fibre Broadband,-0.677419355,31.32,0.0
18664848,43.0,FEMALE,51.322580645,1000Mbps Fibre Broadband,20.741935483,0.0,0.0
18875572,69.0,FEMALE,49.580645161,1000Mbps Fibre Broadband,-9.870967742,36.08,0.0
6477462,65.0,FEMALE,61.838709677,1000Mbps Fibre Broadband,-0.290322581,31.32,0.0
6283299,47.0,MALE,66.612903225,MaxInfinity 500Mbps Speedboost,-63.451612904,27.9444,0.0
6237219,47.0,MALE,55.741935483,MaxInfinity 1000Mbps Speedboost,-56.0,27.8965,0.0
5689290,46.0,MALE,7.64516129,1000Mbps Fibre Broadband,16.322580645,37.2905,0.0
20169431,41.0,MALE,36.548387096,1000Mbps Fibre Broadband,-26.806451613,0.0,0.0
20463916,71.0,FEMALE,32.064516129,1000Mbps Fibre Broadband,16.709677419,36.4735,0.0
20463916,71.0,FEMALE,32.064516129,1000Mbps Fibre Broadband,16.709677419,36.4735,0.0
5898574,55.0,FEMALE,78.870967741,1000Mbps Fibre Broadband,-18.677419355,34.92,0.0
19073095,74.0,FEMALE,47.93548387,1000Mbps Fibre Broadband,0.0,36.08,0.0
21552092,41.0,MALE,19.354838709,1000Mbps Fibre Broadband,4.612903225,40.094,0.0
13531650,68.0,FEMALE,79.129032258,1000Mbps Fibre Broadband,-11.419354839,36.08,0.0
17949877,39.0,MALE,58.741935483,1000Mbps Fibre Broadband,-0.161290323,31.32,0.0
22778751,72.0,FEMALE,2.903225806,1000Mbps Fibre Broadband,21.064516129,5.0467,0.0
5802092,59.0,MALE,42.096774193,1000Mbps Fibre Broadband,-18.129032259,37.2905,0.0
5802092,59.0,MALE,42.096774193,1000Mbps Fibre Broadband,-18.129032259,37.2905,0.0
20382555,28.0,MALE,33.064516129,1000Mbps Fibre Broadband,-9.096774194,37.2905,1.0
21889058,34.0,FEMALE,14.838709677,1000Mbps Fibre Broadband R1,9.129032258,42.8972,0.0
21889058,34.0,FEMALE,14.838709677,1000Mbps Fibre Broadband R1,9.129032258,42.8972,0.0
13774054,61.0,MALE,50.612903225,1000Mbps Fibre Broadband,22.387096774,49.98169,0.0
15768004,49.0,FEMALE,56.548387096,MaxInfinity 500Mbps,-29.580645162,27.9439,0.0
15768004,49.0,FEMALE,56.548387096,MaxInfinity 500Mbps,-29.580645162,27.9439,0.0
6317140,79.0,MALE,62.64516129,1000Mbps Fibre Broadband,0.580645161,37.2905,0.0
19369259,50.0,FEMALE,45.870967741,1000Mbps Fibre Broadband,-21.903225807,0.0,0.0
22617949,56.0,MALE,5.322580645,1000Mbps Fibre Broadband,18.64516129,27.15837,0.0
6110977,46.0,MALE,54.612903225,MaxInfinity 1000Mbps Speedboost,-51.516129033,27.8965,0.0
5799212,67.0,MALE,13.741935483,2000Mbps Fibre Broadband,10.225806451,48.99,0.0
6259299,62.0,MALE,91.483870967,1000Mbps Fibre Broadband,11.903225806,41.2905,0.0
11295776,67.0,MALE,53.903225806,1000Mbps Fibre Broadband,-0.806451613,36.08,0.0
18438525,30.0,MALE,53.483870967,1000Mbps Fibre Broadband,20.967741935,0.0,0.0
15955927,57.0,MALE,78.387096774,1000Mbps Fibre Broadband,7.64516129,31.32,0.0
16390574,64.0,MALE,73.709677419,1000Mbps Fibre Broadband,-3.774193549,36.08,0.0
17557859,61.0,MALE,63.709677419,1000Mbps Fibre Broadband,15.225806451,31.32,0.0
21619201,66.0,FEMALE,18.322580645,MaxInfinity 1000Mbps Speedboost,,27.8965,0.0
17686021,31.0,MALE,62.129032258,1000Mbps Fibre Broadband,0.161290322,37.2905,0.0
21378958,82.0,FEMALE,21.677419354,1000Mbps Fibre Broadband,2.29032258,31.32,0.0
13801562,60.0,MALE,99.93548387,1000Mbps Fibre Broadband,6.322580645,47.2905,0.0
21915126,49.0,MALE,14.483870967,2000Mbps Fibre Broadband,9.483870967,64.2701,0.0
21431999,53.0,FEMALE,21.064516129,1000Mbps Fibre Broadband,2.903225806,31.32,0.0
17451058,71.0,MALE,64.225806451,1000Mbps Fibre Broadband,14.64516129,31.32,0.0
13595879,37.0,MALE,72.032258064,1000Mbps Fibre Broadband,2.93548387,31.32,0.0
16493203,38.0,FEMALE,72.193548387,1000Mbps Fibre Broadband,15.93548387,37.2905,0.0
17735702,72.0,MALE,61.612903225,1000Mbps Fibre Broadband,-7.161290323,36.08,0.0
11451446,49.0,MALE,81.258064516,1000Mbps Fibre Broadband,14.161290322,37.2905,0.0
19039402,37.0,FEMALE,48.193548387,1000Mbps Fibre Broadband,-1.129032259,37.2905,0.0
6464650,53.0,MALE,81.322580645,1000Mbps Fibre Broadband,-0.290322581,37.32,0.0
11156242,44.0,FEMALE,64.548387096,MaxInfinity 500Mbps Speedboost,-57.387096775,27.9444,0.0
11156242,44.0,FEMALE,64.548387096,MaxInfinity 500Mbps Speedboost,-57.387096775,27.9444,0.0
14385971,38.0,MALE,92.93548387,1000Mbps Fibre Broadband,-2.677419355,37.2905,0.0
20161899,52.0,MALE,36.64516129,1000Mbps Fibre Broadband,-12.677419355,37.2905,0.0
5694718,69.0,MALE,73.774193548,1000Mbps Fibre Broadband,21.838709677,31.81,0.0
5694718,69.0,MALE,73.774193548,1000Mbps Fibre Broadband,21.838709677,31.81,0.0
19409968,30.0,MALE,45.580645161,1000Mbps Fibre Broadband,2.419354838,0.0,0.0
5754479,49.0,MALE,51.29032258,1000Mbps Fibre Broadband,-3.451612904,37.2905,0.0
21229196,64.0,FEMALE,23.838709677,1000Mbps Fibre Broadband,0.129032258,42.8978,1.0
13906204,52.0,MALE,75.0,1000Mbps Fibre Broadband,2.516129032,37.2905,0.0
19082363,44.0,MALE,47.93548387,1000Mbps Fibre Broadband,-23.967741936,0.0,0.0
12309459,45.0,MALE,76.0,1000Mbps Fibre Broadband,7.612903225,31.32,0.0
12309459,45.0,MALE,76.0,1000Mbps Fibre Broadband,7.612903225,31.32,0.0
17866744,47.0,FEMALE,59.709677419,1000Mbps Fibre Broadband,-12.258064517,36.08,0.0
19109243,48.0,FEMALE,47.354838709,1000Mbps Fibre Broadband,-23.387096775,34.92,0.0
22865540,59.0,FEMALE,1.516129032,1000Mbps Fibre Broadband,22.451612903,62.47711,0.0
20355582,33.0,MALE,33.483870967,1000Mbps Fibre Broadband,20.709677419,37.2905,0.0
14265009,57.0,MALE,71.193548387,1000Mbps Fibre Broadband,8.354838709,37.2905,0.0
13799642,45.0,FEMALE,54.741935483,MaxInfinity 1000Mbps Speedboost,-53.580645162,27.944,0.0
6110645,51.0,MALE,94.741935483,1000Mbps Fibre Broadband,0.032258064,31.32,0.0
6484810,54.0,MALE,83.387096774,1000Mbps Fibre Broadband,4.483870967,31.32,0.0
20214460,50.0,MALE,19.354838709,1000Mbps Fibre Broadband R1,4.612903225,53.9898,0.0
5753039,67.0,MALE,65.483870967,1000Mbps Fibre Broadband,-14.516129033,34.92,0.0
15348146,33.0,MALE,13.129032258,2000Mbps Fibre Broadband,10.838709677,58.785,0.0
15348146,33.0,MALE,13.129032258,2000Mbps Fibre Broadband,10.838709677,58.785,0.0
18268030,36.0,MALE,55.032258064,1000Mbps Fibre Broadband,15.870967741,37.2905,0.0
5947202,42.0,FEMALE,93.0,1000Mbps Fibre Broadband,-1.548387097,36.08,0.0
5941675,46.0,MALE,80.967741935,1000Mbps Fibre Broadband,0.354838709,31.32,0.0
5941675,46.0,MALE,80.967741935,1000Mbps Fibre Broadband,0.354838709,31.32,0.0
19946849,48.0,MALE,40.096774193,1000Mbps Fibre Broadband,8.0,37.2905,0.0
11488880,37.0,MALE,58.709677419,MaxInfinity 500Mbps,-34.741935484,32.6172,0.0
19922849,33.0,MALE,40.419354838,1000Mbps Fibre Broadband,6.032258064,37.2905,0.0
6133438,46.0,MALE,85.322580645,1000Mbps Fibre Broadband,8.967741935,36.08,0.0
5893434,53.0,MALE,52.741935483,1000Mbps Fibre Broadband,16.838709677,36.81,0.0
6236640,50.0,FEMALE,60.483870967,1000Mbps Fibre Broadband,-12.129032259,37.2905,1.0
20416536,61.0,MALE,32.774193548,1000Mbps Fibre Broadband,,46.6364,0.0
15676464,30.0,MALE,63.483870967,1000Mbps Fibre Broadband,15.064516129,31.32,0.0
20672380,29.0,FEMALE,29.838709677,1000Mbps Fibre Broadband,-5.870967742,37.2905,0.0
14155561,59.0,MALE,68.870967741,1000Mbps Fibre Broadband,1.709677419,37.2905,0.0
14799010,37.0,MALE,67.064516129,1000Mbps Fibre Broadband,4.967741935,37.2905,0.0
6556565,62.0,MALE,64.193548387,1000Mbps Fibre Broadband,1.903225806,36.08,0.0
13957078,50.0,MALE,1.129032258,2000Mbps Fibre Broadband,22.838709677,94.39011,0.0
5894394,71.0,FEMALE,93.29032258,1000Mbps Fibre Broadband,-3.612903226,37.2905,0.0
6246240,53.0,MALE,50.64516129,1000Mbps Fibre Broadband,20.612903225,31.81,0.0
17421770,39.0,FEMALE,45.903225806,1000Mbps Fibre Broadband,-21.935483871,37.2897,0.0
12019288,66.0,MALE,80.161290322,1000Mbps Fibre Broadband,15.193548387,31.32,0.0
20285014,50.0,MALE,34.709677419,1000Mbps Fibre Broadband,20.096774193,0.0,0.0
20285014,50.0,MALE,34.709677419,1000Mbps Fibre Broadband,20.096774193,0.0,0.0
20716781,46.0,FEMALE,29.193548387,1000Mbps Fibre Broadband,-5.225806452,37.2905,0.0
20716781,46.0,FEMALE,29.193548387,1000Mbps Fibre Broadband,-5.225806452,37.2905,0.0
19368200,46.0,FEMALE,45.870967741,1000Mbps Fibre Broadband,-21.903225807,34.92,0.0
6475923,44.0,MALE,73.64516129,1000Mbps Fibre Broadband,-26.903225807,37.38,0.0
19008915,40.0,MALE,48.451612903,1000Mbps Fibre Broadband,-1.806451613,36.08,0.0
18569948,41.0,MALE,52.064516129,1000Mbps Fibre Broadband,23.129032258,39.75816,0.0
21714476,40.0,MALE,17.064516129,2000Mbps Fibre Broadband,6.903225806,58.785,0.0
6239040,57.0,FEMALE,83.612903225,1000Mbps Fibre Broadband,-5.193548388,37.2905,0.0
18882673,45.0,FEMALE,17.096774193,2000Mbps Fibre Broadband,6.870967741,53.1775,0.0
19309399,40.0,FEMALE,46.322580645,1000Mbps Fibre Broadband,2.580645161,36.08,0.0
21327590,30.0,FEMALE,22.29032258,1000Mbps Fibre Broadband,-10.322580646,46.6364,0.0
18117541,31.0,MALE,6.29032258,2000Mbps Fibre Broadband,17.677419354,47.02,0.0
15453039,72.0,FEMALE,49.354838709,1000Mbps Fibre Broadband,5.032258064,46.32,0.0
6800427,57.0,MALE,48.096774193,1000Mbps Fibre Broadband,0.741935483,37.2905,0.0
20916003,56.0,MALE,26.741935483,1000Mbps Fibre Broadband,18.354838709,40.094,0.0
6509063,72.0,MALE,24.64516129,2000Mbps Fibre Broadband,-0.677419355,48.99,0.0
17321468,34.0,MALE,65.548387096,1000Mbps Fibre Broadband,-17.838709678,34.92,0.0
14239101,47.0,MALE,54.612903225,MaxInfinity 1000Mbps Speedboost,-55.193548388,27.8965,0.0
14239101,47.0,MALE,54.612903225,MaxInfinity 1000Mbps Speedboost,-55.193548388,27.8965,0.0
11192734,56.0,FEMALE,21.419354838,MaxInfinity 500Mbps,2.548387096,27.9439,0.0
19089095,59.0,FEMALE,47.838709677,1000Mbps Fibre Broadband,-23.870967742,0.0,0.0
6633385,75.0,MALE,46.387096774,1000Mbps Fibre Broadband,-22.419354839,37.38,0.0
14609426,62.0,MALE,46.354838709,1000Mbps Fibre Broadband,-22.387096775,37.38,0.0
13695733,42.0,FEMALE,46.096774193,1000Mbps Fibre Broadband,5.161290322,36.08,0.0
13695733,42.0,FEMALE,46.096774193,1000Mbps Fibre Broadband,5.161290322,36.08,0.0
17446750,45.0,FEMALE,64.29032258,1000Mbps Fibre Broadband,4.93548387,40.094,0.0
20606638,38.0,FEMALE,30.677419354,MaxInfinity 500Mbps,17.258064516,27.9439,0.0
14210060,51.0,FEMALE,81.709677419,1000Mbps Fibre Broadband,7.0,31.32,0.0
13465809,48.0,MALE,12.838709677,2000Mbps Fibre Broadband,11.129032258,56.99,0.0
11232335,49.0,FEMALE,73.516129032,1000Mbps Fibre Broadband,12.870967741,31.32,0.0
20068070,61.0,FEMALE,38.258064516,1000Mbps Fibre Broadband,13.93548387,37.2905,0.0
20068070,61.0,FEMALE,38.258064516,1000Mbps Fibre Broadband,13.93548387,37.2905,0.0
15593681,42.0,MALE,82.419354838,1000Mbps Fibre Broadband,22.064516129,31.81,0.0
15593681,42.0,MALE,82.419354838,1000Mbps Fibre Broadband,22.064516129,31.81,0.0
6028816,55.0,MALE,45.580645161,1000Mbps Fibre Broadband,-21.580645162,27.9439,0.0
15814485,48.0,MALE,80.032258064,1000Mbps Fibre Broadband,1.516129032,36.08,0.0
15814485,48.0,MALE,80.032258064,1000Mbps Fibre Broadband,1.516129032,36.08,0.0
12751318,57.0,MALE,51.354838709,1000Mbps Fibre Broadband,22.129032258,31.81,0.0
12751318,57.0,MALE,51.354838709,1000Mbps Fibre Broadband,22.129032258,31.81,0.0
15938327,47.0,MALE,54.516129032,MaxInfinity 500Mbps,-30.548387097,27.9439,0.0
15938327,47.0,MALE,54.516129032,MaxInfinity 500Mbps,-30.548387097,27.9439,0.0
6369861,54.0,FEMALE,70.709677419,MaxInfinity 500Mbps,-46.741935484,37.2893,0.0
6369861,54.0,FEMALE,70.709677419,MaxInfinity 500Mbps,-46.741935484,37.2893,0.0
19928868,38.0,MALE,40.354838709,1000Mbps Fibre Broadband,6.967741935,37.2905,0.0
22799551,31.0,MALE,2.612903225,1000Mbps Fibre Broadband R1,21.354838709,0.0,0.0
6259939,73.0,MALE,51.677419354,1000Mbps Fibre Broadband,2.032258064,36.08,0.0
6259939,73.0,MALE,51.677419354,1000Mbps Fibre Broadband,2.032258064,36.08,0.0
21030004,33.0,MALE,25.419354838,1000Mbps Fibre Broadband,-1.451612904,32.6168,0.0
18241642,40.0,FEMALE,52.193548387,1000Mbps Fibre Broadband,-4.483870968,21.2857,0.0
15180875,69.0,MALE,59.612903225,1000Mbps Fibre Broadband,8.741935483,36.08,0.0
20420635,45.0,MALE,32.709677419,1000Mbps Fibre Broadband,10.322580645,31.32,0.0
21078725,60.0,MALE,24.967741935,1000Mbps Fibre Broadband,-13.0,46.6364,0.0
21078725,60.0,MALE,24.967741935,1000Mbps Fibre Broadband,-13.0,46.6364,0.0
21938658,44.0,MALE,14.129032258,1000Mbps Fibre Broadband R1,9.838709677,42.8972,0.0
6125537,61.0,MALE,44.806451612,1000Mbps Fibre Broadband,3.451612903,36.08,0.0
22713390,56.0,MALE,3.93548387,1000Mbps Fibre Broadband,20.032258064,31.81,0.0
22713390,56.0,MALE,3.93548387,1000Mbps Fibre Broadband,20.032258064,31.81,0.0
22713390,56.0,MALE,3.93548387,1000Mbps Fibre Broadband,20.032258064,31.81,0.0
11796104,46.0,FEMALE,82.838709677,1000Mbps Fibre Broadband,9.258064516,42.2905,0.0
17833636,55.0,MALE,60.129032258,1000Mbps Fibre Broadband,-36.161290323,55.99,0.0
17833636,55.0,MALE,60.129032258,1000Mbps Fibre Broadband,-36.161290323,55.99,0.0
16472095,44.0,MALE,72.419354838,1000Mbps Fibre Broadband,14.483870967,37.2905,0.0
22803152,49.0,FEMALE,2.548387096,MaxInfinity 500Mbps,21.419354838,32.9906,0.0
18412285,64.0,MALE,53.806451612,1000Mbps Fibre Broadband,14.677419354,31.32,0.0
18412285,64.0,MALE,53.806451612,1000Mbps Fibre Broadband,14.677419354,31.32,0.0
14195660,36.0,FEMALE,95.096774193,1000Mbps Fibre Broadband,18.741935483,37.2905,0.0
18451165,63.0,FEMALE,53.354838709,1000Mbps Fibre Broadband,20.741935483,31.81,0.0
13929256,48.0,MALE,48.387096774,1000Mbps Fibre Broadband,8.29032258,37.2905,0.0
6514343,44.0,MALE,47.64516129,1000Mbps Fibre Broadband,0.161290322,36.08,0.0
5851933,58.0,FEMALE,92.548387096,1000Mbps Fibre Broadband,7.580645161,36.08,0.0
